
 cut,75,5,5,1.100000,2,2.05695e+08,3.62,0,159,0.00941396,170,0
 cut,75,10,5,1.100000,2,2.07997e+08,3.68,0,407,0.020566,86,0
 cut,75,25,5,1.100000,2,2.09408e+08,10.69,0,379,0.0213082,904,0
 cut,75,42,5,1.100000,2,1.95143e+08,127.81,0,7257,0.442695,1628,0
 cut,75,98,5,1.100000,2,2.20684e+08,6.41,0,459,0.0291409,214,0
 cut,75,5,10,1.100000,2,2.05669e+08,8.65,0,763,0.0519063,192,0
 cut,75,10,10,1.100000,2,2.07882e+08,10.1,0,278,0.0182071,784,0
 cut,75,25,10,1.100000,2,2.09365e+08,19.48,0,404,0.0241225,1964,0
 cut,75,42,10,1.100000,2,1.95089e+08,124.79,0,6638,0.461811,1800,0
 cut,75,98,10,1.100000,2,2.20607e+08,7.54,0,486,0.0268874,425,0
 cut,75,5,20,1.100000,2,2.05394e+08,7.84,0,148,0.00852108,510,0
 cut,75,10,20,1.100000,2,2.07672e+08,37.87,0,288,0.0253937,4145,0
 cut,75,25,20,1.100000,2,2.09178e+08,299.51,0,678,0.0459113,42289,0
 cut,75,42,20,1.100000,2,1.94811e+08,2023.41,0,9131,0.802992,39409,0
 cut,75,98,20,1.100000,2,2.20222e+08,14.54,0,632,0.0403867,321,0
 cut,75,5,25,1.100000,2,2.05225e+08,17.74,0,121,0.0103877,911,0
 cut,75,10,25,1.100000,2,2.07448e+08,38.93,0,219,0.0166013,4230,0
 cut,75,25,25,1.100000,2,2.08866e+08,245.79,0,550,0.0369051,33145,0
 cut,75,42,25,1.100000,2,1.94727e+08,3552.64,2.26523e-05,7922,0.674612,62304,9641
 cut,75,98,25,1.100000,2,2.20111e+08,33.95,0,443,0.0286117,3644,0
 cut,75,5,40,1.100000,2,2.04736e+08,1061.61,0,424,0.0352652,100480,0
 cut,75,10,40,1.100000,2,2.07068e+08,3582.51,0.000257269,588,0.0437932,214972,121836
 cut,75,25,40,1.100000,2,2.08448e+08,3579.49,0.000454001,766,0.0487528,275100,190991
 cut,75,42,40,1.100000,2,1.94162e+08,3582.05,0.000470789,1387,0.0821579,165200,111886
 cut,75,98,40,1.100000,2,2.19647e+08,3580.91,0.000246912,474,0.0332527,253073,138949
 cut,75,5,5,1.100000,5,2.05595e+08,2.58,0,157,0.0102694,38,0
 cut,75,10,5,1.100000,5,2.07951e+08,2.86,0,207,0.0122771,59,0
