
 cut,50,5,5,1.100000,2,1.35259e+08,0.86,0,85,0.00699401,17,0
 cut,50,10,5,1.100000,2,1.45904e+08,0.33,0,124,0.00433421,0,0
 cut,50,25,5,1.100000,2,1.28366e+08,0.98,0,109,0.00976706,19,0
 cut,50,42,5,1.100000,2,1.22738e+08,1.01,0,349,0.0163176,22,0
 cut,50,98,5,1.100000,2,1.49438e+08,0.71,0,86,0.00627398,10,0
 cut,50,5,10,1.100000,2,1.352e+08,1.16,0,95,0.0166514,42,0
 cut,50,10,10,1.100000,2,1.45815e+08,1.17,0,59,0.00789618,18,0
 cut,50,25,10,1.100000,2,1.28323e+08,1.1,0,104,0.0129511,33,0
 cut,50,42,10,1.100000,2,1.22691e+08,1.36,0,167,0.0212874,50,0
 cut,50,98,10,1.100000,2,1.4942e+08,0.74,0,83,0.00635695,8,0
 cut,50,5,20,1.100000,2,1.35086e+08,2.65,0,221,0.0443678,94,0
 cut,50,10,20,1.100000,2,1.45658e+08,2.5,0,81,0.031831,82,0
 cut,50,25,20,1.100000,2,1.28178e+08,3.06,0,142,0.0862932,240,0
 cut,50,42,20,1.100000,2,1.22576e+08,1.12,0,80,0.00844717,15,0
 cut,50,98,20,1.100000,2,1.49192e+08,1.43,0,80,0.0275097,65,0
 cut,50,5,25,1.100000,2,1.34999e+08,2.48,0,88,0.0253501,55,0
 cut,50,10,25,1.100000,2,1.45571e+08,8.1,0,256,0.379805,1092,0
 cut,50,25,25,1.100000,2,1.28058e+08,3.56,0,160,0.13828,489,0
 cut,50,42,25,1.100000,2,1.22491e+08,2.08,0,81,0.0496464,183,0
 cut,50,98,25,1.100000,2,1.49065e+08,2.78,0,125,0.0710464,223,0
 cut,50,5,40,1.100000,2,1.34673e+08,80.35,0,301,3.73832,10753,0
 cut,50,10,40,1.100000,2,1.45252e+08,35.64,0,421,1.73733,4604,0
 cut,50,25,40,1.100000,2,1.27826e+08,47.16,0,167,3.32189,9673,0
 cut,50,42,40,1.100000,2,1.22181e+08,23.87,0,293,0.824759,2730,0
 cut,50,98,40,1.100000,2,1.48787e+08,32.29,0,249,1.42972,4722,0
 cut,50,5,5,1.100000,5,1.3525e+08,0.79,0,71,0.00715446,14,0
 cut,50,10,5,1.100000,5,1.45865e+08,0.71,0,74,0.00368214,2,0
 cut,50,25,5,1.100000,5,1.28236e+08,0.67,0,42,0.00258946,3,0
 cut,50,42,5,1.100000,5,1.22681e+08,0.84,0,118,0.00730252,12,0
 cut,50,98,5,1.100000,5,1.4935e+08,0.6,0,21,0.00268888,3,0
 cut,50,5,10,1.100000,5,1.35189e+08,1.6,0,67,0.0155318,32,0
 cut,50,10,10,1.100000,5,1.45773e+08,0.7,0,67,0.0042572,2,0
 cut,50,25,10,1.100000,5,1.28188e+08,0.57,0,38,0.00233603,2,0
 cut,50,42,10,1.100000,5,1.22635e+08,1.01,0,111,0.0136824,33,0
 cut,50,98,10,1.100000,5,1.49332e+08,0.47,0,21,0.0018754,3,0
 cut,50,5,20,1.100000,5,1.35057e+08,1.78,0,98,0.0196292,43,0
 cut,50,10,20,1.100000,5,1.45603e+08,1.22,0,59,0.00619149,0,0
 cut,50,25,20,1.100000,5,1.28029e+08,0.69,0,34,0.00370026,4,0
 cut,50,42,20,1.100000,5,1.22514e+08,1.29,0,73,0.014802,48,0
 cut,50,98,20,1.100000,5,1.49112e+08,0.92,0,34,0.00389314,5,0
 cut,50,5,25,1.100000,5,1.34969e+08,2.46,0,68,0.038691,108,0
 cut,50,10,25,1.100000,5,1.45471e+08,1.5,0,55,0.00783372,5,0
 cut,50,25,25,1.100000,5,1.27909e+08,1.05,0,28,0.0112157,32,0
 cut,50,42,25,1.100000,5,1.22433e+08,1.54,0,11,0.00822234,14,0
 cut,50,98,25,1.100000,5,1.48982e+08,1.14,0,30,0.00594139,3,0
 cut,50,5,40,1.100000,5,1.34638e+08,45.85,0,309,2.14637,5948,0
 cut,50,10,40,1.100000,5,1.45131e+08,4.7,0,73,0.0935528,239,0
 cut,50,25,40,1.100000,5,1.27654e+08,2.86,0,45,0.0889978,366,0
 cut,50,42,40,1.100000,5,1.22034e+08,1.94,0,26,0.0165486,60,0
 cut,50,98,40,1.100000,5,1.48636e+08,3.46,0,56,0.0458,119,0
 flow,50,5,5,1.100000,2,1.35259e+08,2.28,0,0,0,0,0
 flow,50,10,5,1.100000,2,1.45904e+08,2.21,0,0,0,4,0
 flow,50,25,5,1.100000,2,1.28366e+08,5.68,0,0,0,899,0
 flow,50,42,5,1.100000,2,1.22738e+08,2.47,0,0,0,184,0
 flow,50,98,5,1.100000,2,1.49438e+08,2.39,0,0,0,241,0
 flow,50,5,10,1.100000,2,1.352e+08,3.57,0,0,0,7,0
 flow,50,10,10,1.100000,2,1.45815e+08,2.75,0,0,0,20,0
 flow,50,25,10,1.100000,2,1.28323e+08,3.17,0,0,0,358,0
 flow,50,42,10,1.100000,2,1.22691e+08,6.06,0,0,0,1457,0
 flow,50,98,10,1.100000,2,1.4942e+08,1.98,0,0,0,27,0
 flow,50,5,20,1.100000,2,1.35086e+08,7.05,0,0,0,466,0
 flow,50,10,20,1.100000,2,1.45658e+08,6.22,0,0,0,100,0
 flow,50,25,20,1.100000,2,1.28178e+08,5.15,0,0,0,514,0
 flow,50,42,20,1.100000,2,1.22576e+08,4.33,0,0,0,221,0
 flow,50,98,20,1.100000,2,1.49192e+08,3.72,0,0,0,87,0
 flow,50,5,25,1.100000,2,1.34999e+08,8.47,0,0,0,389,0
 flow,50,10,25,1.100000,2,1.45571e+08,50.19,0,0,0,3893,0
 flow,50,25,25,1.100000,2,1.28058e+08,20.4,0,0,0,3262,0
 flow,50,42,25,1.100000,2,1.22491e+08,9.81,0,0,0,960,0
 flow,50,98,25,1.100000,2,1.49065e+08,5.48,0,0,0,135,0
 flow,50,5,40,1.100000,2,1.34673e+08,1556.3,0,0,0,96597,0
 flow,50,10,40,1.100000,2,1.45252e+08,543.1,0,0,0,56547,0
 flow,50,25,40,1.100000,2,1.27826e+08,513.8,0,0,0,54795,0
 flow,50,42,40,1.100000,2,1.22181e+08,179.4,0,0,0,12532,0
 flow,50,98,40,1.100000,2,1.48787e+08,1243.76,0,0,0,107280,0
 flow,50,5,5,1.100000,5,1.3525e+08,2.12,0,0,0,0,0
 flow,50,10,5,1.100000,5,1.45865e+08,2.1,0,0,0,0,0
 flow,50,25,5,1.100000,5,1.28236e+08,1.29,0,0,0,3,0
 flow,50,42,5,1.100000,5,1.22681e+08,1.89,0,0,0,0,0
 flow,50,98,5,1.100000,5,1.4935e+08,1.46,0,0,0,0,0
 flow,50,5,10,1.100000,5,1.35189e+08,4.07,0,0,0,166,0
 flow,50,10,10,1.100000,5,1.45773e+08,3.45,0,0,0,0,0
 flow,50,25,10,1.100000,5,1.28188e+08,1.48,0,0,0,0,0
 flow,50,42,10,1.100000,5,1.22635e+08,4.28,0,0,0,750,0
 flow,50,98,10,1.100000,5,1.49332e+08,1.15,0,0,0,0,0
 flow,50,5,20,1.100000,5,1.35057e+08,4.72,0,0,0,224,0
 flow,50,10,20,1.100000,5,1.45603e+08,3.2,0,0,0,2,0
 flow,50,25,20,1.100000,5,1.28029e+08,2.05,0,0,0,2,0
 flow,50,42,20,1.100000,5,1.22514e+08,3.63,0,0,0,356,0
 flow,50,98,20,1.100000,5,1.49112e+08,1.41,0,0,0,0,0
 flow,50,5,25,1.100000,5,1.34969e+08,5.24,0,0,0,119,0
 flow,50,10,25,1.100000,5,1.45471e+08,3.68,0,0,0,2,0
 flow,50,25,25,1.100000,5,1.27909e+08,2.47,0,0,0,34,0
 flow,50,42,25,1.100000,5,1.22433e+08,3.78,0,0,0,29,0
 flow,50,98,25,1.100000,5,1.48982e+08,2.09,0,0,0,0,0
 flow,50,5,40,1.100000,5,1.34638e+08,560.21,0,0,0,29048,0
 flow,50,10,40,1.100000,5,1.45131e+08,13.69,0,0,0,625,0
 flow,50,25,40,1.100000,5,1.27654e+08,7.32,0,0,0,365,0
 flow,50,42,40,1.100000,5,1.22034e+08,5.52,0,0,0,35,0
 flow,50,98,40,1.100000,5,1.48636e+08,4.87,0,0,0,90,0
