
 cut,100,5,5,1.100000,2,2.72331e+08,25.18,0,961,0.0735183,581,0
 cut,100,10,5,1.100000,2,2.73171e+08,25.82,0,741,0.0605659,1015,0
 cut,100,25,5,1.100000,2,2.87153e+08,92.2,0,1473,0.114033,7043,0
 cut,100,42,5,1.100000,2,2.73016e+08,29.42,0,1293,0.107757,466,0
 cut,100,98,5,1.100000,2,2.97283e+08,113.35,0,1056,0.0895088,7610,0
 cut,100,5,10,1.100000,2,2.72244e+08,60.16,0,752,0.0677805,3286,0
 cut,100,10,10,1.100000,2,2.73101e+08,63.61,0,1640,0.186257,2110,0
 cut,100,25,10,1.100000,2,2.87049e+08,874.8,0,2004,0.19147,47486,0
 cut,100,42,10,1.100000,2,2.72935e+08,107.53,0,2899,0.338988,1921,0
 cut,100,98,10,1.100000,2,2.97177e+08,206.44,0,1612,0.169793,9618,0
 cut,100,5,20,1.100000,2,2.71929e+08,296.48,0,662,0.0867076,18600,0
 cut,100,10,20,1.100000,2,2.72752e+08,1157.57,0,1007,0.0994835,80537,0
 cut,100,25,20,1.100000,2,2.86753e+08,2810.73,0,2202,0.289212,175456,0
 cut,100,42,20,1.100000,2,2.72501e+08,1821.92,0,2129,0.218328,83049,0
 cut,100,98,20,1.100000,2,2.96882e+08,492.15,0,2204,0.228244,22559,0
 cut,100,5,25,1.100000,2,2.71715e+08,398.33,0,1163,0.119345,24698,0
 cut,100,10,25,1.100000,2,2.72477e+08,3586.14,3.05825e-05,939,0.0949214,243285,52891
 cut,100,25,25,1.100000,2,2.8659e+08,3585.91,7.74303e-05,1341,0.116585,257811,104219
 cut,100,42,25,1.100000,2,2.72367e+08,3585.88,0.000148439,1711,0.156147,181590,113084
 cut,100,98,25,1.100000,2,2.96624e+08,3584.81,6.93818e-05,1596,0.158302,214300,87946
 cut,100,5,40,1.100000,2,2.7091e+08,3582.1,0.000449202,735,0.0741189,160400,115189
 cut,100,10,40,1.100000,2,2.71993e+08,3585.82,0.000674808,391,0.0320024,146100,119935
 cut,100,25,40,1.100000,2,2.85803e+08,3585.69,0.00094745,1291,0.11284,129000,109781
 cut,100,42,40,1.100000,2,2.71736e+08,3585.91,0.000883604,2114,0.199352,86500,71104
 cut,100,98,40,1.100000,2,2.95989e+08,3584.85,0.00112165,995,0.0925963,103800,89264
 cut,100,5,5,1.100000,5,2.7221e+08,11.24,0,235,0.0240774,197,0
 cut,100,10,5,1.100000,5,2.7311e+08,11.26,0,168,0.0170484,219,0
 cut,100,25,5,1.100000,5,2.87064e+08,27.85,0,508,0.0455887,1303,0
 cut,100,42,5,1.100000,5,2.72924e+08,21.57,0,1496,0.166624,151,0
 cut,100,98,5,1.100000,5,2.97198e+08,32.07,0,562,0.0493128,1561,0
 cut,100,5,10,1.100000,5,2.72121e+08,21.2,0,429,0.0532875,563,0
 cut,100,10,10,1.100000,5,2.73042e+08,22.79,0,168,0.0166016,642,0
 cut,100,25,10,1.100000,5,2.86946e+08,67.46,0,380,0.0457797,5163,0
 cut,100,42,10,1.100000,5,2.72841e+08,17.87,0,302,0.0326753,348,0
 cut,100,98,10,1.100000,5,2.9709e+08,46.15,0,422,0.0426116,3086,0
 cut,100,5,20,1.100000,5,2.71801e+08,29.81,0,392,0.0407741,1339,0
 cut,100,10,20,1.100000,5,2.72666e+08,67.33,0,221,0.0220852,5264,0
 cut,100,25,20,1.100000,5,2.86652e+08,144.07,0,437,0.0427923,11155,0
 cut,100,42,20,1.100000,5,2.7237e+08,67.08,0,535,0.0519228,3214,0
 cut,100,98,20,1.100000,5,2.9679e+08,74.56,0,486,0.0460944,4261,0
 cut,100,5,25,1.100000,5,2.71599e+08,151.26,0,379,0.0377462,12040,0
